,model,price,spec_score,processor,core_threads,ram,ssd,graphics,display,os,extra_info
853,Asus EeeBook 14 E410KA-BV121WS Laptop (Pentium Silver N6000/ 4GB/ 256GB SSD/ Win11 Home),"₹25,490",41,Intel Pentium Silver N6000,"Quad Core, 4 Threads",4 GB DDR4 RAM,256 GB SSD,Intel HD Graphics,"14 inches, 1366 x 768 pixels",Windows 11  OS,1 Year Warranty
854,Dell Vostro 3420 D552276WIN9BE Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹43,490",48,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
855,Dell XPS 13 9320 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹1,40,900",66,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB  RAM,512 GB SSD,Intel Iris Xe Graphics,"13.4 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
856,HP Victus 16-E0301Ax Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹66,490",72,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
857,HP 15s-fq2673TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹44,490",59,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
858,LG Gram 17Z90Q-G.AH75A2 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,02,990",73,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"17 inches, 1600 x 2560 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
859,LG Gram 17 17Z90Q-G.AJ55A2 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹87,990",69,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"17 inches, 1600 x 2560 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
860,Asus TUF Gaming F15 FX506HC-HN089WS Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹78,990",72,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
861,MSI Stealth 15M B12UE Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,39,990",73,12th Gen Intel Core i7 1280P,"14 Cores, 20 Threads",16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
862,HP Pavilion x360 14-ek0086TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹69,950",59,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,Backlit Keyboard
863,HP Envy x360 13-ay1062AU Laptop (Ryzen 5 5600U/ 8GB/ 512GB SSD/ Win11 Home),"₹79,990",66,5th Gen AMD Ryzen 5 5600U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Raedon Graphics,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
864,LG Gram 14 14Z90Q-G.AH75A2 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹93,490",71,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1200 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
865,Asus ROG Strix G17 2022 G713RW-LL133WS Gaming Laptop (AMD Ryzen 9 6900HX/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹1,81,589",79,6th Gen AMD Ryzen 9  6900HX,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050,"17.3 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
866,LG Gram 16Z90Q-G.AH75A2 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,04,590",72,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"16 inches, 1600 x 2560 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
867,Asus TUF Gaming A15 FA506ICB-HN075W Laptop (Ryzen 7 4800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹78,500",68,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX3050,"15.6 inches, 1080 x 1920 pixels",Windows 11 OS,1 Year Warranty
868,LG Gram 17Z90Q-G.AH78A2 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,19,990",74,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,Intel Iris Xe Graphics,"17 inches, 1600 x 2560 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
869,Dell G15-5525 Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,24,990",78,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
870,Dell G15-5525 Gaming Laptop (Ryzen 5 6600H/  8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹81,990",67,6th Gen AMD Ryzen 5  6600H,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
871,Lenovo IdeaPad Slim 3 82RK0085IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹61,490",57,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,512 GB SSD,‎Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,Backlit Keyboard
872,MSI Crosshair 15 B12UEZ-037IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,22,000",76,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4  RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
873,MSI Gaming Raider GE66 12UHS-218IN Gaming Laptop (12th Gen Core i7/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),"₹4,09,066",94,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,2 TB SSD,16 GB NVIDIA GeForce RTX RTX 3080 Ti,"17.3 inches, 3840 x 2160 pixels",Windows 11  OS,2 Year Warranty
874,Dell  G15-5525 Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹1,05,990",78,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
875,Dell G15-5525 Gaming Laptop (Ryzen 5 6600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,990",65,6th Gen AMD Ryzen 5  6600H,"Hexa Core, 12 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows OS,1 Year Warranty
876,Dell G15-5525 Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹98,900",78,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
877,Lenovo ThinkPad P14s 20VXS0G800 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),"₹1,03,990",54,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,3 Year Warranty
878,MSI GP66 Leopard 11UG-693IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Home/ 8GB Graph),"₹1,29,990",79,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,2 Year Warranty
879,HP Spectre x360 13-ef0053TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,24,999",74,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris X Graphics,"13.5 inches, 3000 x 2000 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
880,MSI Sword 15 A12UD-471IN  Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹85,990",69,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
881,MSI Katana GF66 12UD-472IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹76,990",69,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
882,Lenovo Thinkpad P15v 21AAS0R500 Laptop (11th Gen Core i9/ 32GB/ 1TB SSD/ Win10 Pro/ 4GB Graph),"₹2,59,500",88,11th Gen Intel Core i9 11950H,"Octa Core, 16 Threads",32 GB DDR4 RAM,1 TB SSD,4 GB Nvidia RTX A2000,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
883,Asus ROG Strix G17 2022 G713RW-LL111WS Gaming Laptop (AMD Ryzen 9 6900HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,88,990",79,6th Gen AMD Ryzen 9  6900HX,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070 Ti,"17.3 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
884,Microsoft Surface GO 2 8QF-00046 Laptop (11th Gen Core i5/ 8GB/ 256GB SSD/ Win11 Home),"₹77,324",56,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB LPDDR4X RAM,256 GB SSD,Intel Iris Xe Graphics,"12.4 inches, 1536 x 1024 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
885,Dell Inspiron 7420 2-in-1 Touch Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹62,490",65,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
886,Lenovo V14  82KAA01SIH Laptop (11th Gen Core i3/ 4GB/ 256GB SSD/ Win11 Home),"₹31,999",50,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
887,HP Victus 16-e1062AX Gaming Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹84,190",67,6th Gen AMD Ryzen 5  6600H ,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 ,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
888,HP Victus 16-e1060AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹1,11,500",78,6th Gen AMD Ryzen 5  6800H ,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
889,HP Victus 16-e0305ax Gaming Laptop (AMD Ryzen 7 5800H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹78,950",74,5th Gen AMD Ryzen 7 5800H ,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
890,Microsoft Surface GO 2 8QC-00021 Laptop (11th Gen Core i5/ 8GB/ 128GB SSD/ Win11 Home),"₹71,990",55,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB LPDDR4X RAM,128 GB SSD,Intel Iris Xe Graphics,"12.4 inches, 1536 x 1024 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
891,Acer TravelMate TMP214-53 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹41,490",54,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
892,Acer TravelMate TMP214-53 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹51,990",63,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
893,Acer TravelMate TMP214-53 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹45,990",56,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
894,Acer Aspire 3 A315-58 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹32,800",54,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
895,Acer Nitro 5 AN515-57 UN.QEHSI.004 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹62,999",74,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
896,Acer TravelMate TMP214-53 Business Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹57,990",65,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
897,Lenovo Legion 5 82JK00BEIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹1,19,990",73,11th Gen Intel Core i7 11800H ,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
898,Lenovo IdeaPad Slim 3 81X800LGIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹36,999",,11th Gen Intel Core i3,8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,2 Year Warranty,2 USB 3.0 Ports
899,Acer Aspire 3 A315-59 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹56,699",56,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
900,Dell Inspiron 3525 Laptop (AMD Ryzen7 5825U/ 8GB/ 512GB SSD/ Win11),"₹58,750",67,5th Gen AMD Ryzen 7  5825U,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
901,Asus TUF Gaming F17 FX777ZE-HX052WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹1,14,990",80,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
902,Acer Nitro 5 AN515-45 NH.QBCSI.00F Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 1TB 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,29,999",79,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,1 TB Hard Disk,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS
903,Dell Inspiron 7420 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 2GB Graph),"₹86,990",57,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,2 GB NVIDIA GeForce MX550,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
904,Asus Vivobook S15 OLED S3502ZA-L702WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹84,900",63,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris XE Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
905,Lenovo Thinkpad E14 Gen 2 20TAS14C00 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ DOS),"₹48,000",49,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
906,Asus ZenBook S13 UM5302TA-LX701WS Laptop (AMD Ryzen 7 6800U/ 16GB/ 1TB SSD/ Win11),"₹1,19,990",73,6th Gen AMD Ryzen 7  6800U,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,AMD Radeon AMD,"13.3 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
907,Asus ZenBook S13 UM5302TA-LX501WS Laptop (AMD Ryzen 5 6600U/ 16GB/ 512GB SSD/ Win11),"₹99,800",71,6th Gen AMD Ryzen 5  6600U,"Hexa Core, 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,AMD Radeon AMD,"13.3 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
908,Asus TUF Dash F15 2022 FX517ZE-HN036WS Gaming Laptop (12th Gen Core i7/ 16GB/512GB SSD/ Win11 Home/ 4GB Graph),"₹98,990",68,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050-Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
909,Lenovo IdeaPad Gaming 3 81Y401BHIN Gaming Laptop (10th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,829",72,10th Gen Intel Core i5 10750H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
910,Lenovo ThinkBook 15 21A4A09SIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 256GB SSD/ Win11),"₹39,500",56,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
911,Asus VivoBook 14 2022 X1402ZA-EB512WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹62,990",63,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
912,Asus VivoBook 14 2022 X1402ZA-EB311WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹47,990",60,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
913,Asus ROG Flow Z13 2022 GZ301ZE-LC193WS Gaming Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹3,04,980",74,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"13.4 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
914,Asus ROG Flow Z13 2022 GZ301ZE-LD064WS Gaming Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹1,81,990",68,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"13.4 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
915,Asus ROG Flow Z13 2022 GZ301ZC-LD123WS Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹1,50,790",73,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"13.4 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
916,Asus ROG Flow Z13 2022 GZ301ZA-LD049WS Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹1,15,390",74,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,Intel Iris X Graphics,"13.4 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
917,Asus TUF Dash F15 2022 FX517ZR-HQ030WS Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 Home/ 8GB Graph),"₹1,49,990",74,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
918,Asus ROG Flow Z13 2022 GZ301ZE-LC192WS Gaming Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹1,91,990",72,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"13.4 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
919,Asus TUF Dash F15 2022 FX517ZC-HN107WS Gaming Laptop (12th Gen Core i7/ 16GB/512GB SSD/ Win11 Home/ 4GB Graph),"₹87,990",68,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
920,Acer Aspire 5 A515-56 UN.A1ESI.022 (11th Gen Core i5/ 12GB/ 512GB HDD/ Win11),"₹49,994",53,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
921,MSI GS76 Stealth 11UE-631IN 9S7-17M111-631 Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Home/ 6GB Graph),"₹1,62,000",81,11th Gen Intel Core i7 11800H ,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,6 GB Nvidia GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
922,Infinix INBook X1 Slim XL21 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),"₹42,990",49,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",8 GB LPDDR4X RAM,512 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
923,Acer Predator Helios 300 PH315-55 NH.QGPS.003 Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,55,490",78,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
924,Lenovo ThinkBook 15 21A4A09UIH Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),"₹49,990",66,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
925,Lenovo ThinkPad E14 20TAS16F00 Laptop (11th Gen Core i3/ 4GB/ 256GB SSD/ FreeDOS),"₹42,300",44,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",4 GB DDR4 RAM,256 GB SSD,Intel UHD,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
